Disease Mesh ID	Name	isCommon
MESH:C537568	Nerve deafness optic nerve atrophy, and dementia	False
MESH:C537568	Opticoacoustic Nerve Atrophy With Dementia	False
MESH:C537568	Opticoacustic nerve atrophy with dementia	False
MESH:C537568	Syndrome of opticoacoustic nerve atrophy with dementia	False
MESH:C537569	Cloverleaf skull and bone dysplasias	False
MESH:C537569	Facies unusual arthrogryposis advanced skeletal maturation	False
MESH:C537569	Round face, short small nose, advanced bone age, enlarged diaphysis	False
MESH:C567343	Jlns2	False
MESH:D029593	Cardio-Auditory-Syncope Syndrome	False
MESH:D029593	Cardioauditory Syndrome of Jervell and Lange Nielsen	False
MESH:D029593	Cardioauditory Syndrome of Jervell and Lange-Nielsen	False
MESH:D029593	Deafness, Congenital, and Functional Heart Disease	False
MESH:D029593	Jervell and Lange Nielsen Syndrome	False
MESH:D029593	Jervell and Lange-Nielsen Syndrome	False
MESH:D029593	Jervell And Lange-Nielsen Syndrome 1	False
MESH:D029593	Jervell Lange Nielsen Syndrome	False
MESH:D029593	JLNS1	False
MESH:D029593	Prolonged QT Interval in EKG and Sudden Death	False
MESH:D029593	Surdo Cardiac Syndrome	False
MESH:D029593	Surdo-Cardiac Syndrome	False
MESH:D029593	Surdo-Cardiac Syndromes	False
MESH:D029593	Syndrome, Jervell-Lange Nielsen	False
MESH:D029593	Syndrome, Surdo-Cardiac	False
MESH:D020179	Jet Lag Syndromes	False
MESH:D020179	Time Zone Change Syndrome	False
MESH:D020179	Time Zone Syndrome	False
MESH:D020179	Time Zone Syndromes	False
MESH:C537571	Asphyxiating Thoracic Chondrodystrophy	False
MESH:C537571	Asphyxiating Thoracic Dysplasia	False
MESH:C537571	Asphyxiating thoracic dystrophy	False
MESH:C537571	Asphyxiating Thoracic Dystrophy 1	False
MESH:C537571	Asphyxiating Thoracic Dystrophy (ATD)	False
MESH:C537571	ATD1	False
MESH:C537571	Chondroectodermal dysplasia-like syndrome	False
MESH:C537571	Infantile thoracic dystrophy	False
MESH:C537571	Jeune's syndrome	False
MESH:C537571	JEUNE SYNDROME	False
MESH:C537571	Jeune Thoracic Dysplasia	False
MESH:C537571	Jeune Thoracic Dystrophy	False
MESH:C537571	SHORT-RIB THORACIC DYSPLASIA 1 WITH OR WITHOUT POLYDACTYLY	False
MESH:C537571	SRTD1	False
MESH:C537571	Thoracic Asphyxiant Dystrophy	False
MESH:C537571	Thoracic pelvic phalangeal dystrophy	False
MESH:C537571	Thoracic-Pelvic-Phalangeal Dystrophy	False
MESH:D007589	Autosomal Dominant HIES	False
MESH:D007589	Autosomal Dominant HIESs	False
MESH:D007589	Autosomal Recessive HIES	False
MESH:D007589	Autosomal Recessive HIESs	False
MESH:D007589	Buckley Syndrome	False
MESH:D007589	Buckley Syndromes	False
MESH:D007589	HIES, Autosomal Dominant	False
MESH:D007589	HIES, Autosomal Recessive	False
MESH:D007589	HIESs, Autosomal Dominant	False
MESH:D007589	HIESs, Autosomal Recessive	False
MESH:D007589	HIE Syndrome	False
MESH:D007589	HIE Syndromes	False
MESH:D007589	Hyper IgE Recurrent Infection Syndrome, Autosomal Recessive	False
MESH:D007589	Hyper-IgE Recurrent Infection Syndrome, Autosomal Recessive	False
MESH:D007589	Hyper IgE Syndrome	False
MESH:D007589	Hyper-IgE Syndrome	False
MESH:D007589	Hyper IgE Syndrome, Autosomal Dominant	False
MESH:D007589	Hyper-IgE Syndrome, Autosomal Dominant	False
MESH:D007589	Hyper IgE Syndrome, Autosomal Recessive	False
MESH:D007589	Hyper-IgE Syndrome, Autosomal Recessive	False
MESH:D007589	Hyper-IgE Syndromes	False
MESH:D007589	Hyperimmunoglobulinemia E Syndrome	False
MESH:D007589	Hyperimmunoglobulinemia E Syndromes	False
MESH:D007589	Hyperimmunoglobulin E Recurrent Infection Syndrome	False
MESH:D007589	Hyperimmunoglobulin E-Recurrent Infection Syndrome	False
MESH:D007589	Hyperimmunoglobulin E, Recurrent Infection Syndrome	False
MESH:D007589	Hyper Immunoglobulin E Syndrome, Autosomal Dominant	False
MESH:D007589	Hyper-Immunoglobulin E Syndrome, Autosomal Dominant	False
MESH:D007589	Hyper Immunoglobulin E Syndrome, Autosomal Recessive	False
MESH:D007589	Hyper-Immunoglobulin E Syndrome, Autosomal Recessive	False
MESH:D007589	Job Buckley Syndrome	False
MESH:D007589	Job-Buckley Syndrome	False
MESH:D007589	Job-Buckley Syndromes	False
MESH:D007589	Job's Syndrome	False
MESH:D007589	Jobs Syndrome	False
MESH:D007589	Job Syndromes	False
MESH:D007589	Syndrome, Buckley	False
MESH:D007589	Syndrome, HIE	False
MESH:D007589	Syndrome, Hyper-IgE	False
MESH:D007589	Syndrome, Hyperimmunoglobulinemia E	False
MESH:D007589	Syndrome, Job	False
MESH:D007589	Syndrome, Job-Buckley	False
MESH:D007589	Syndrome, Job's	False
MESH:D007589	Syndromes, Buckley	False
MESH:D007589	Syndromes, HIE	False
MESH:D007589	Syndromes, Hyperimmunoglobulinemia E	False
MESH:D007589	Syndromes, Job	False
MESH:D007589	Syndromes, Job-Buckley	False
MESH:C535880	Ectodermal Dysplasia-Exocrine Pancreatic Insufficiency	False
MESH:C535880	JBS	False
MESH:C535880	Johanson-Blizzard Syndrome	False
MESH:C535880	Malabsorption-Ectodermal Dysplasia-Nasal Alar Hypoplasia	False
MESH:C535880	Nasal Alar Hypoplasia, Hypothyroidism, Pancreatic Achylia, and Congenital Deafness	False
MESH:C535880	Nasal Alar Hypoplasia, Hypothyroidism, Pancreatic Achylia, Congenital Deafness	False
MESH:C535881	Aphalangy of the hands and feet, hemivertebrae, and visceral malformations	False
MESH:C535881	Aphalangy with Hemivertebrae	False
MESH:C535882	AADH syndrome	False
MESH:C535882	Alopecia anosmia deafness hypogonadism syndrome	False
MESH:C535882	Alopecia-Anosmia-Deafness-Hypogonadism Syndrome	False
MESH:C535882	Johnson-Mcmillin syndrome	False
MESH:C535883	Arthrogryposis with Hyperkeratosis	False
MESH:C535883	Joint contractures, hyperkeratosis, and severe hypoplasia of the posterior columns	False
MESH:D016916	Acquired Joint Deformities	False
MESH:D016916	Acquired Joint Deformity	False
MESH:D016916	Deformities, Acquired Joint	False
MESH:D016916	Deformity, Acquired Joint	False
MESH:D016916	Joint Deformity, Acquired	False
MESH:D007592	Disease, Joint	False
MESH:D007592	Diseases, Joint	False
MESH:D007592	Joint Disease	False
MESH:D007593	Hypermobilities, Joint	False
MESH:D007593	Hypermobility, Joint	False
MESH:D007593	Instabilities, Joint	False
MESH:D007593	Instability, Joint	False
MESH:D007593	Joint Hypermobilities	False
MESH:D007593	Joint Hypermobility	False
MESH:D007593	Joint Instabilities	False
MESH:D007593	Joint Laxities	False
MESH:D007593	Joint Laxity	False
MESH:D007593	Laxities, Joint	False
MESH:D007593	Laxity, Joint	False
MESH:C535884	Articular hypermobility syndrome	False
MESH:C535884	Familial joint instability syndrome	False
MESH:C535884	Joint instability syndrome	False
MESH:D007594	Joint Loose Body	False
MESH:D007594	Loose Bodies, Joint	False
MESH:D007594	Loose Body, Joint	False
MESH:C535885	Aplasia cutis cleft palate epidermolysis	False
MESH:C535885	Aplasia cutis congenita, cleft palate, epidermolysis bullosa, and ectrodactyly	False
MESH:C535885	Ptosis, ectropion, thin skin, beaked nose	False
MESH:C535886	Fibromatosis gingival progressive deafness	False
MESH:C535886	Fibromatosis, Gingival, With Progressive Deafness	False
MESH:C535886	Gingival fibromatosis with progressive deafness	False
MESH:C535886	Gingival fibromatosis with sensorineural hearing loss	False
MESH:C536292	Blepharophimosis radioulnar synostosis	False
MESH:C536292	Mild short stature, microcephaly, ptosis-blepharophimosis, facial asymmetry, and radioulnar synostosis	False
MESH:C536292	Ptosis, prognathism, microcephaly, radio-ulnar synostosis, short stature-dwarfism	False
MESH:C536293	Agenesis of Cerebellar Vermis	False
MESH:C536293	Cerebellar vermis agenesis	False
MESH:C536293	Cerebello-Oculo-Renal Syndrome	False
MESH:C536293	Cerebellooculorenal syndrome 1	False
MESH:C536293	Cerebelloparenchymal disorder 4	False
MESH:C536293	Cerebelloparenchymal Disorder IV	False
MESH:C536293	CORS1	False
MESH:C536293	CPD4	False
MESH:C536293	Familial Aplasia of the Vermis	False
MESH:C536293	JBTS	False
MESH:C536293	JBTS1	False
MESH:C536293	Joubert-Boltshauser syndrome	False
MESH:C536293	Joubert Syndrome	False
MESH:C567582	JBTS10	False
MESH:C536294	Cerebellooculorenal syndrome 2	False
MESH:C536294	CORS2	False
MESH:C536294	JBTS2	False
MESH:C536295	JBTS3	False
MESH:C536296	JBTS4	False
MESH:C537688	JBTS5	False
MESH:C537689	JBTS6	False
MESH:C566916	JBTS7	False
MESH:C567358	JBTS8	False
MESH:C567364	JBTS9	False
MESH:C567364	JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED	False
MESH:C537690	Cleft Lip-Palate With Abnormal Thumbs And Microcephaly	False
MESH:C537690	Juberg-Hayward Syndrome	False
MESH:C537690	OFDS VIII	False
MESH:C537690	Oral-Facial-Digital Syndrome, Type VIII	False
MESH:C537690	Oral-Facial-Digital Syndrome with Hypoplastic Epiglottis	False
MESH:C537690	Orocraniodigital syndrome	False
MESH:C537692	Dry skin, photophobia hyperkeratosis, abnormal fingernails	False
MESH:C537692	Keratodermia palmoplantar periorificial	False
MESH:C537692	Palmoplantar and perioroficial keratoderma with corneal epithelial dysplasia	False
MESH:C537694	Anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis	False
MESH:C000598745	Juvenile myositis	False
MESH:C538533	Juvenile cranial arteritis	False
MESH:C538533	Juvenile polymyalgia rheumatica	False
MESH:C537696	Familial Gout-Kidney Disease	False
MESH:C537696	Familial Gouty Nephropathy	False
MESH:C537696	Familial Juvenile Hyperuricemic Nephropathy	False
MESH:C537696	Gouty nephropathy, familial juvenile	False
MESH:C537696	HNFJ	False
MESH:C537696	HNFJ1	False
MESH:C537696	Hyperuricemic Nephropathy, Familial Juvenile	False
MESH:C537696	Hyperuricemic Nephropathy, Familial Juvenile 1	False
MESH:C537696	Mckd2	False
MESH:C537696	Medullary Cystic Kidney Disease Type 2	False
MESH:C537696	Nephropathy, familial, with gout	False
MESH:C537696	Umod-Related Kidney Disease	False
MESH:C537696	Uromodulin-Associated Kidney Disease	False
MESH:C537696	Uromodulin Storage Disease	False
MESH:C537698	HJMD	False
MESH:C537698	Hypotrichosis, congenital, with juvenile macular dystrophy	False
MESH:C537698	Hypotrichosis With Cone-Rod Dystrophy	False
MESH:C537698	Juvenile macular dystrophy and congenital hypotrichosis	False
MESH:C537704	DJO	False
MESH:C537704	Dystonia, juvenile-onset	False
MESH:C543759	Juvenile Scleroderma	False
MESH:C537700	Childhood-Onset Primary Osteoporosis	False
MESH:C537700	Idiopathic juvenile osteoporosis	False
MESH:C537700	Juvenile Primary Osteoporosis	False
MESH:C537700	Osteoporosis, juvenile	False
MESH:C536312	Pauciarticular chronic arthritis	False
MESH:C537702	Bmpr1a-Related Juvenile Polyposis	False
MESH:C537702	JIP	False
MESH:C537702	JPS	False
MESH:C537702	Juvenile intestinal polyposis	False
MESH:C537702	Juvenile Polyposis Coli	False
MESH:C537702	JUVENILE POLYPOSIS COLI, INCLUDED	False
MESH:C537702	Juvenile Polyposis, Infantile	False
MESH:C537702	Juvenile Polyposis Of Infancy	False
MESH:C537702	Juvenile Polyposis Of Stomach	False
MESH:C537702	PJI	False
MESH:C537702	Polyposis, familial, of entire gastrointestinal tract	False
MESH:C537702	POLYPOSIS, FAMILIAL, OF ENTIRE GASTROINTESTINAL TRACT JUVENILE POLYPOSIS OF STOMACH, INCLUDED	False
MESH:C537702	Polyposis, juvenile intestinal	False
MESH:C537702	Smad4-Related Juvenile Polyposis	False
MESH:C563412	JPHHT Syndrome	False
MESH:C563412	JP/HHT SYNDROME	False
MESH:C563412	JPHT	False
MESH:C563412	JPSHHT	False
MESH:C563412	JPS/HHT	False
MESH:C563412	Juvenile Polyposis Hereditary Hemorrhagic Telangiectasia Syndrome	False
MESH:C563412	JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME	False
MESH:C563412	JUVENILE POLYPOSIS WITH HEREDITARY HEMORRHAGIC TELANGIECTASIA	False
MESH:C563412	Polyposis, Generalized Juvenile, with Pulmonary Arteriovenous Malformation	False
MESH:C563412	Telangiectasia, Hereditary Hemorrhagic, with Juvenile Polyposis Coli	False
MESH:C537705	KABUK1	False
MESH:C537705	Kabuki make up syndrome	False
MESH:C537705	Kabuki Makeup Syndrome	False
MESH:C537705	Kabuki Make-Up Syndrome	False
MESH:C537705	KABUKI SYNDROME	False
MESH:C537705	KABUKI SYNDROME 1	False
MESH:C537705	KMS	False
MESH:C537705	Niikawa-Kuroki syndrome	False
MESH:C567196	KHRZ	False
MESH:C567196	Mental Retardation, Cataract, Coloboma, and Kyphosis, Autosomal Recessive	False
MESH:C537706	Osteopenia and sparse hair	False
MESH:C537706	Osteopenia mental retardation sparse hair	False
MESH:C537707	Kallikrein attenuated hypertension	False
MESH:D017436	Anosmic Hypogonadism	False
MESH:D017436	Anosmic Hypogonadisms	False
MESH:D017436	Anosmic Idiopathic Hypogonadotropic Hypogonadism	False
MESH:D017436	Autosomal Dominant Form of Kallmann Syndrome	False
MESH:D017436	Autosomal Recessive Form of Kallmann Syndrome	False
MESH:D017436	Dysplasia Olfactogenitalis of De Morsier	False
MESH:D017436	HH1	False
MESH:D017436	HH2	False
MESH:D017436	HH3	False
MESH:D017436	HH4	False
MESH:D017436	HH5	False
MESH:D017436	HH6	False
MESH:D017436	HHA	False
MESH:D017436	Hypogonadism, Anosmic	False
MESH:D017436	Hypogonadisms, Anosmic	False
MESH:D017436	HYPOGONADOTROPIC HYPOGONADISM 1 WITH OR WITHOUT ANOSMIA	False
MESH:D017436	HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA	False
MESH:D017436	HYPOGONADOTROPIC HYPOGONADISM 3 WITH OR WITHOUT ANOSMIA	False
MESH:D017436	HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA	False
MESH:D017436	HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA	False
MESH:D017436	HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA	False
MESH:D017436	Hypogonadotropic Hypogonadism and Anosmia	False
MESH:D017436	Hypogonadotropic Hypogonadism, Anosmia, and Midline Cranial Anomalies (Cleft Lip, Cleft Palate and Imperfect Fusion)	False
MESH:D017436	Hypogonadotropic Hypogonadism-Anosmia Syndrome	False
MESH:D017436	KAL1	False
MESH:D017436	KAL2	False
MESH:D017436	Kallmann's Syndrome	False
MESH:D017436	Kallmanns Syndrome	False
MESH:D017436	Kallmann Syndrome 1	False
MESH:D017436	Kallmann Syndrome 2	False
MESH:D017436	Kallmann Syndrome 3	False
MESH:D017436	Kallmann Syndrome, Type 1, X-linked	False
MESH:D017436	Kallmann Syndrome, Type 3, Recessive	False
MESH:D017436	KMS	False
MESH:D017436	Syndrome, Kallmann	False
MESH:D017436	Syndrome, Kallmann's	False
MESH:C535547	MDK	False
MESH:C535547	Mesomelic dysplasia, Kantaputra type	False
MESH:C535547	Mesomelic dysplasia, Thai type	False
MESH:C535547	Mesomelic dysplasia with ankle, carpal, and tarsal synostosis	False
MESH:C535547	MMDK	False
MESH:C536892	Acrocraniofacial dysostosis	False
MESH:C536893	Congenital hypopituitarism and microphthalmia	False
MESH:C536893	Hypopituitarism microphthalmia	False
MESH:C537007	Congenital cutaneous multifocal kaposiform hemangioendothelioma	False
MESH:C537007	Kaposiform hemangio-endothelioma	False
MESH:D007617	Eczema Herpeticum	False
MESH:D007617	Eczema Vaccinatum	False
MESH:D007617	Eruption, Kaposi's Varicelliform	False
MESH:D007617	Eruption, Kaposi Varicelliform	False
MESH:D007617	Kaposi's Varicelliform Eruption	False
MESH:D007617	Kaposis Varicelliform Eruption	False
MESH:D007617	Varicelliform Eruption, Kaposi	False
MESH:D007617	Varicelliform Eruption, Kaposi's	False
MESH:C537008	Cleft lip palate, facial, eye, heart and intestinal anomalies	False
MESH:C537008	Long columella with cleft lip-palate and eye, heart, and intestinal anomalies	False
MESH:C537009	Cataract mental retardation anal atresia urinary defects	False
MESH:C537009	Congenital cataract with multiple congenital anomalies in a sibship	False
MESH:D065907	Death, Karoshi	False
MESH:D065907	Deaths, Karoshi	False
MESH:D065907	Karoshi-Death	False
MESH:D065907	Karoshi Deaths	False
MESH:D065907	Karoshi-Deaths	False
MESH:D007619	Bronchiectasis, Polynesian	False
MESH:D007619	CILD1	False
MESH:D007619	Ciliary Dyskinesia, Primary	False
MESH:D007619	Ciliary Dyskinesia, Primary, 1	False
MESH:D007619	Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus	False
MESH:D007619	Dextrocardia, Bronchiectasis, and Sinusitis	False
MESH:D007619	DEXTROCARDIA, BRONCHIECTASIS, AND SINUSITIS, INCLUDED	False
MESH:D007619	Dyskinesia, Primary Ciliary	False
MESH:D007619	ICS	False
MESH:D007619	IMMOTILE CILIA SYNDROME	False
MESH:D007619	Kartagener's Syndrome	False
MESH:D007619	Kartageners Syndrome	False
MESH:D007619	Kartagener's Triad	False
MESH:D007619	Kartageners Triad	False
MESH:D007619	Kartagener Triad	False
MESH:D007619	PCD	False
MESH:D007619	Polynesian Bronchiectases	False
MESH:D007619	Polynesian Bronchiectasis	False
MESH:D007619	POLYNESIAN BRONCHIECTASIS KARTAGENER SYNDROME, INCLUDED	False
MESH:D007619	Primary Ciliary Dyskinesia	False
MESH:D007619	Siewert Syndrome	False
MESH:D007619	SIEWERT SYNDROME, INCLUDED	False
MESH:D007619	Syndrome, Kartagener	False
MESH:D007619	Syndrome, Kartagener's	False
MESH:D007619	Syndrome, Siewert	False
MESH:D059885	Hemangioma Thrombocytopenia Syndrome	False
MESH:D059885	Hemangioma-Thrombocytopenia Syndrome	False
MESH:D059885	Hemangioma Thrombocytopenia Syndromes	False
MESH:D059885	Kasabach Merritt Phenomenon	False
MESH:D059885	Kasabach-Merritt Phenomenon	False
MESH:D059885	Kasabach Merritt Syndrome	False
MESH:D059885	Phenomenon, Kasabach-Merritt	False
MESH:D059885	Syndrome, Hemangioma Thrombocytopenia	False
MESH:D059885	Syndrome, Kasabach-Merritt	False
MESH:D059885	Syndromes, Hemangioma Thrombocytopenia	False
MESH:D059885	Syndromes, Thrombocytopenia-Hemangioma	False
MESH:D059885	Syndrome, Thrombocytopenia-Hemangioma	False
MESH:D059885	Thrombocytopenia Hemangioma Syndrome	False
MESH:D059885	Thrombocytopenia-Hemangioma Syndrome	False
MESH:D059885	Thrombocytopenia-Hemangioma Syndromes	False
MESH:C537010	Hypoplastic pulmonary arteries and aorta with obstructive uropathy	False
MESH:C537010	Pulmonary aortic stenosis obstructive uropathy	False
MESH:D057767	Disease, Kashin-Beck	False
MESH:D057767	Kashin Beck Disease	False
MESH:C537011	Ectrodactyly spina bifida cardiopathy	False
MESH:C537012	Trichodermal syndrome and mental retardation	False
MESH:C537015	Short stature, characteristic facies, macrodontia, mental retardation, and skeletal anomalies	False
MESH:D007625	Chronic Progressive External Ophthalmoplegia with Myopathy	False
MESH:D007625	CPEO with Myopathies	False
MESH:D007625	CPEO with Myopathy	False
MESH:D007625	Cpeo With Ragged-Red Fibers	False
MESH:D007625	CPEO with Ragged Red Fibers	False
MESH:D007625	Cytopathy, Kearn-Sayre Mitochondrial	False
MESH:D007625	Kearn Sayre Mitochondrial Cytopathy	False
MESH:D007625	Kearn-Sayre Mitochondrial Cytopathy	False
MESH:D007625	Kearns-Sayre Mitochondrial Cytopathy	False
MESH:D007625	Kearns Sayre Shy Daroff Syndrome	False
MESH:D007625	Kearns-Sayre-Shy-Daroff Syndrome	False
MESH:D007625	Kearns Sayre Syndrome	False
MESH:D007625	Kearns Syndrome	False
MESH:D007625	Kearns' Syndrome	False
MESH:D007625	Kearn Syndrome	False
MESH:D007625	KSS	False
MESH:D007625	MITOCHONDRIAL CYTOPATHY	False
MESH:D007625	Mitochondrial Cytopathy, Kearn-Sayre	False
MESH:D007625	Myopathies, CPEO with	False
MESH:D007625	Myopathy, CPEO with	False
MESH:D007625	Oculocraniosomatic Syndrome	False
MESH:D007625	Oculocraniosomatic Syndromes	False
MESH:D007625	Ophthalmoplegia, Pigmentary Degeneration of Retina, and Cardiomyopathy	False
MESH:D007625	Ophthalmoplegia Plus Syndrome	False
MESH:D007625	Ophthalmoplegia-Plus Syndrome	False
MESH:D007625	Ophthalmoplegia Plus Syndromes	False
MESH:D007625	Ophthalmoplegia, Progressive External, With Ragged-Red Fibers	False
MESH:D007625	Sayre Syndrome, Kearns	False
MESH:D007625	Syndrome, Kearns	False
MESH:D007625	Syndrome, Kearns'	False
MESH:D007625	Syndrome, Kearns Sayre	False
MESH:D007625	Syndrome, Kearns-Sayre	False
MESH:D007625	Syndrome, Kearns-Sayre-Shy-Daroff	False
MESH:D007625	Syndrome, Oculocraniosomatic	False
MESH:D007625	Syndrome, Ophthalmoplegia Plus	False
MESH:D007627	Keloids	False
MESH:C537018	Agonadism dextrocardia diaphragmatic hernia	False
MESH:C537018	Agonadism with multiple internal malformations	False
MESH:C537018	PAGOD syndrome	False
MESH:C537019	Agonadism mental retardation delayed bone age	False
MESH:C537020	Dwarfism, cortical thickening of tubular bones, and transient hypocalcemia	False
MESH:C537020	Kenny-Caffey syndrome, type 2	False
MESH:C537020	Kenny syndrome	False
MESH:C537021	KCS	False
MESH:C537021	KCS1	False
MESH:C537021	Kenny-Caffey Syndrome, Autosomal Recessive	False
MESH:C537021	Kenny-Caffey syndrome, autosomal recessive form	False
MESH:D007634	Keratitides	False
MESH:D007635	Dendritic Keratitides	False
MESH:D007635	Dendritic Keratitis	False
MESH:D007635	Furrow Keratitides	False
MESH:D007635	Furrow Keratitis	False
MESH:D007635	Keratitides, Dendritic	False
MESH:D007635	Keratitides, Furrow	False
MESH:D007635	Keratitis, Furrow	False
MESH:C563650	Keratoendotheliitis Fugax Hereditaria	False
MESH:C537022	Dominantly inherited keratitis	False
MESH:D016849	Herpes Simplex Keratitides	False
MESH:D016849	Herpes Simplex Keratitis	False
MESH:D016849	Herpes Simplex, Ocular	False
MESH:D016849	Herpetic Keratitides	False
MESH:D016849	Herpetic Keratitis	False
MESH:D016849	Keratitides, Herpes Simplex	False
MESH:D016849	Keratitides, Herpetic	False
MESH:D016849	Keratitis, Herpes Simplex	False
MESH:D016849	Ocular Herpes Simplex	False
MESH:C536168	Keratitis-ichthyosis-deafness syndrome, autosomal dominant	False
MESH:C536168	KID syndrome	False
MESH:C536168	Kid Syndrome, Autosomal Dominant	False
MESH:C580224	Keratitis, Ichthyosis, and Deafness	False
MESH:D007636	Keratoacanthomas	False
MESH:C536150	Epithelioma, self-healing squamous, 1	False
MESH:C536150	ESS1, FORMERLY	False
MESH:C536150	Ferguson-Smith Type epithelioma	False
MESH:C536150	MSSE	False
MESH:C536150	Multiple self-healing squamous epithelioma	False
MESH:C536150	MULTIPLE SELF-HEALING SQUAMOUS EPITHELIOMA, SUSCEPTIBILITY TO	False
MESH:D007637	Keratoconjunctivitides	False
MESH:D007639	Infectious Keratoconjunctivitides	False
MESH:D007639	Infectious Keratoconjunctivitis	False
MESH:D007639	Keratoconjunctivitides, Infectious	False
MESH:D007638	Sicca, Keratoconjunctivitis	False
MESH:C563649	KTCN1	False
MESH:C563827	KTCN2	False
MESH:C563900	KTCN3	False
MESH:C563752	KTCN4	False
MESH:C565455	KPC with Associated Malformations	False
MESH:D007645	de Meleda, Mal	False
MESH:D007645	Disease, Meleda	False
MESH:D007645	Hyperkeratosis Palmaris et Plantaris	False
MESH:D007645	Keratodermas, Palmoplantar	False
MESH:D007645	Keratoses, Palmoplantar	False
MESH:D007645	Keratosis Palmaris et Plantaris	False
MESH:D007645	Keratosis, Palmoplantar	False
MESH:D007645	Keratosis Palmoplantaris Transgradiens of Siemens	False
MESH:D007645	KERATOSIS PALMOPLANTARIS TRANSGREDIENS OF SIEMENS	False
MESH:D007645	Mal de Meleda	False
MESH:D007645	MDM	False
MESH:D007645	Meleda Disease	False
MESH:D007645	Meleda, Mal de	False
MESH:D007645	Palmoplantar Keratoderma	False
MESH:D007645	Palmoplantar Keratodermas	False
MESH:D007645	Palmoplantar Keratoses	False
MESH:D007645	Palmoplantar Keratosis	False
MESH:D015776	Keratosis Palmaris et Plantaris Familiaris	False
MESH:D015776	Syndrome, Thost-Unna	False
MESH:D015776	Syndrome, Unna-Thost	False
MESH:D015776	Thost Unna Syndrome	False
MESH:D015776	Thost-Unna Syndrome	False
MESH:D015776	Tylosis	False
MESH:D015776	Unna Thost Syndrome	False
MESH:D015776	Unna-Thost Syndrome	False
MESH:D053546	Epidermolytic Hyperkeratoses, Localized	False
MESH:D053546	Epidermolytic Hyperkeratosis, Localized	False
MESH:D053546	Epidermolytic Palmoplantar Keratoderma	False
MESH:D053546	Epidermolytic Palmoplantar Keratodermas	False
MESH:D053546	Epidermolytic Palmoplantar Keratoderma Vorner Type	False
MESH:D053546	Epidermolytic Thost-Unna Disease	False
MESH:D053546	Epidermolytic Unna-Thost Disease	False
MESH:D053546	EPPK	False
MESH:D053546	EPPK (Epidermolytic Palmoplantar Keratoderma)	False
MESH:D053546	EPPKs (Epidermolytic Palmoplantar Keratoderma)	False
MESH:D053546	Greither Keratosis	False
MESH:D053546	Hyperkeratoses, Localized Epidermolytic	False
MESH:D053546	Hyperkeratosis, Localized Epidermolytic	False
MESH:D053546	Keratoderma, Epidermolytic Palmoplantar	False
MESH:D053546	Keratodermas, Epidermolytic Palmoplantar	False
MESH:D053546	Keratosis of Greither	False
MESH:D053546	KERATOSIS OF GREITHER PALMOPLANTAR KERATODERMA, EPIDERMOLYTIC, WITH KNUCKLE PADS, INCLUDED	False
MESH:D053546	KERATOSIS PALMARIS ET PLANTARIS FAMILIARIS	False
MESH:D053546	Localized Epidermolytic Hyperkeratoses	False
MESH:D053546	Localized Epidermolytic Hyperkeratosis	False
MESH:D053546	Palmoplantar Keratoderma, Epidermolytic	False
MESH:D053546	Palmoplantar Keratodermas, Epidermolytic	False
MESH:D053546	PALMOPLANTAR KERATODERMA, VORNER TYPE	False
MESH:D053546	PPKE	False
MESH:D053546	Thost Unna Disease, Epidermolytic	False
MESH:D053546	Thost-Unna Disease, Epidermolytic	False
MESH:D053546	TYLOSIS	False
MESH:D053546	Unna Thost Disease, Epidermolytic	False
MESH:D053546	Unna-Thost Disease, Epidermolytic	False
MESH:C536154	Erythrokeratodermia figurata, congenital familial, in plaques	False
MESH:C536154	Erythrokeratodermia variabilis with erythema gyratum repens	False
MESH:C536154	Keratosis palmoplantaris transgrediens et progrediens	False
MESH:C536153	Axonal neuropathy with palmoplantar keratoderma	False
MESH:C536153	Charcot-Marie-Tooth disease with palmoplantar keratoderma and nail dystrophy	False
MESH:C536153	Keratoderma, palmoplantar, with nail dystrophy and hereditary motor-sensory neuropathy	False
MESH:C536155	Erythrokeratolysis hiemalis ichthyosis	False
MESH:C536155	KWE	False
MESH:C536155	Oudtshoorn skin	False
MESH:C536155	OUDTSHOORN SKIN DISEASE	False
MESH:C536156	Retinol Deficiency	False
MESH:C536156	Xerotic Keratitis	False
MESH:D007642	Blennorrhagica, Keratosis	False
MESH:D007642	Blennorrhagicas, Keratosis	False
MESH:D007642	Blennorrhagicum, Keratoderma	False
MESH:D007642	Blennorrhagicums, Keratoderma	False
MESH:D007642	Keratoderma Blennorrhagicum	False
MESH:D007642	Keratoderma Blennorrhagicums	False
MESH:D007642	Keratoma	False
MESH:D007642	Keratomas	False
MESH:D007642	Keratoses	False
MESH:D007642	Keratosis Blennorrhagica	False
