DrugBank ID	Name	isCommon
DB01098	(3R,5S,6E)-7-{4-(4-fluorophenyl)-6-isopropyl-2-[methyl(methylsulfonyl)amino]pyrimidin-5-yl}-3,5-dihydroxyhept-6-enoic acid	False
DB01098	Rosuvastatina	False
DB01099	5-FC	False
DB01099	5-Fluorocystosine	False
DB01099	5-Fluorocytosine	False
DB01099	flucytosina	False
DB01099	Flucytosinum	False
DB01100	Pimozida	False
DB01100	Pimozidum	False
DB01101	(1-(5-Deoxy-beta-D-ribofuranosyl)-5-fluoro-1,2-dihydro-2-oxo-4-pyrimidinyl)-carbamic acid pentyl ester	False
DB01101	Capecitabin	False
DB01101	Capecitabina	False
DB01101	Capécitabine	False
DB01101	Capecitabinum	False
DB01101	Pentyl [1-(5-deoxy-β-D-ribofuranosyl)-5-fluoro-2-oxo-1,2-dihydropyrimidin-4-yl]carbamate	False
DB01101	pentyl 1-(5-deoxy-β-D-ribofuranosyl)-5-fluoro-1,2-dihydro-2-oxo-4-pyrimidinecarbamate	False
DB01102	Arbutamina	False
DB01102	Arbutaminum	False
DB01103	2-methoxy-6-chloro-9-diethylaminopentylaminoacridine	False
DB01103	3-chloro-7-methoxy-9-(1-methyl-4-diethylaminobutylamino)acridine	False
DB01103	6-chloro-9-((4-(diethylamino)-1-methylbutyl)amino)-2-methoxyacridine	False
DB01103	Mepacrine	False
DB01103	N4-(6-chloro-2-methoxy-9-acridinyl)-N1,N1-diethyl-1,4-pentanediamine	False
DB01104	(+)-Sertraline	False
DB01104	(1S-cis)-1,2,3,4-tetrahydro-4-(3,4-dichlorophenyl)-N-methyl-1-naphthalenamine	False
DB01104	(1S,4S)-sertraline	False
DB01104	cis-(+)-sertraline	False
DB01104	Sertralina	False
DB01104	Sertralinum	False
DB01105	Sibutramina	False
DB01105	Sibutraminum	False
DB01106	Levocabastina	False
DB01106	Levocabastinum	False
DB01107	Methyprylone	False
DB01107	Methyprylonum	False
DB01107	Metiprilon	False
DB01107	Metiprilona	False
DB01107	Metiprilone	False
DB01108	Trilostano	False
DB01108	Trilostanum	False
DB01109	Eparina	False
DB01109	Heparina	False
DB01109	Heparine	False
DB01109	Heparinic acid	False
DB01109	Heparinum	False
DB01109	Unfractionated heparin	False
DB01110	1-(2,4-Dichloro-beta-((2,4-dichlorobenzyl)oxy)phenethyl)imidazole	False
DB01110	1-[2-(2,4-Dichloro-benzyloxy)-2-(2,4-dichloro-phenyl)-ethyl]-1H-imidazole	False
DB01110	Miconazol	False
DB01110	Miconazolum	False
DB01111	Colistin methanesulfonic acid	False
DB01111	Colistin sulfomethate	False
DB01111	Colistinmethanesulfonic acid	False
DB01112	(6R,7R)-3-[(carbamoyloxy)methyl]-7-{[(2Z)-2-furan-2-yl-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	False
DB01112	Cefuroxim	False
DB01112	Cefuroxima	False
DB01112	Cefuroximo	False
DB01112	Cefuroximum	False
DB01112	Cephuroxime	False
DB01113	Papaverina	False
DB01114	1-(p-chlorophenyl)-1-(2-pyridyl)-3-dimethylaminopropane	False
DB01114	1-(p-chlorophenyl)-1-(2-pyridyl)-3-N,N-dimethylpropylamine	False
DB01114	2-[p-chloro-α-[2-(dimethylamino)ethyl]benzyl]pyridine	False
DB01114	3-(p-chlorophenyl)-3-(2-pyridyl)-N,N-dimethylpropylamine	False
DB01114	Chlorophenylpyridamine	False
DB01114	Chlorphenamin	False
DB01114	Chlorphenamine	False
DB01114	Chlorphenaminum	False
DB01114	Chlorpheniramine polistirex	False
DB01114	Chlorpheniraminum	False
DB01114	Clorfenamina	False
DB01114	Clorfeniramina	False
DB01114	γ-(4-chlorophenyl)-N,N-dimethyl-2-pyridinepropanamine	False
DB01114	γ-(4-chlorophenyl)-γ-(2-pyridyl)propyldimethylamine	False
DB01115	4-(2'-Nitrophenyl)-2,6-dimethyl-1,4-dihydropyridin-3,5-dicarbonsäuredimethylester	False
DB01115	Nifedipino	False
DB01115	Nifedipinum	False
DB01116	Thimethaphan	False
DB01116	Trimetaphan	False
DB01116	Trimetaphanum	False
DB01117	2-(trans-4-(p-Chlorophenyl)cyclohexyl)-3-hydroxy-1,4-naphthoquinone	False
DB01117	Atovacuona	False
DB01118	2-Butyl-3-(3,5-diiodo-4-(2-diethylaminoethoxy)benzoyl)benzofuran	False
DB01118	2-Butyl-3-benzofuranyl 4-(2-(diethylamino)ethoxy)-3,5-diiodophenyl ketone	False
DB01118	2-n-Butyl-3',5'-diiodo-4'-N-diethylaminoethoxy-3-benzoylbenzofuran	False
DB01118	Amiodarona	False
DB01118	Amiodaronum	False
DB01119	Diazossido	False
DB01119	Diazoxido	False
DB01119	Diazoxidum	False
DB01120	1-(3-azabicyclo(3.3.0)oct-3-yl)-3-(p-tolylsulfonyl)urea	False
DB01120	1-(hexahydrocyclopenta(c)pyrrol-2(1H)-yl)-3-(p-tolylsulfonyl)urea	False
DB01120	Gliclazida	False
DB01120	Gliclazidum	False
DB01122	Ambenonium base	False
DB01122	Ambenonum	False
DB01123	2,8-Diaminoacridine	False
DB01123	3,6-acridinediamine	False
DB01123	3,6-diaminoacridine	False
DB01123	Diaminoacridine	False
DB01123	Proflavin	False
DB01123	Proflavina	False
DB01123	Proflavinum	False
DB01124	1-Butyl-3-(p-methylphenylsulfonyl)urea	False
DB01124	1-Butyl-3-(p-tolylsulfonyl)urea	False
DB01124	1-Butyl-3-tosylurea	False
DB01124	1-p-Toluenesulfonyl-3-butylurea	False
DB01124	3-(p-Tolyl-4-sulfonyl)-1-butylurea	False
DB01124	N-(4-Methylbenzenesulfonyl)-N'-butylurea	False
DB01124	N-(4-Methylphenylsulfonyl)-N'-butylurea	False
DB01124	N-(p-Methylbenzenesulfonyl)-N'-butylurea	False
DB01124	N-(Sulfonyl-p-methylbenzene)-N'-N-butylurea	False
DB01124	N-Butyl-N'-(4-methylphenylsulfonyl)urea	False
DB01124	N-Butyl-N'-(p-tolylsulfonyl)urea	False
DB01124	N-Butyl-N'-p-toluenesulfonylurea	False
DB01124	N-n-Butyl-N'-tosylurea	False
DB01124	Tolbutamida	False
DB01124	Tolbutamidum	False
DB01124	Tolylsulfonylbutylurea	False
DB01125	2-(4-Methoxyphenyl)-1H-indene-1,3(2H)-dione	False
DB01125	2-(4-Methoxyphenyl)indan-1,3-dione	False
DB01125	2-(p-Methoxyphenyl)-1,3-indandione	False
DB01125	2-(p-Methoxyphenyl)indane-1,3-dione	False
DB01125	2-p-Anisyl-1,3-indandione	False
DB01125	2-para-Anisyl-1,3-indandione	False
DB01125	Anisin indandione	False
DB01125	Anisindiona	False
DB01125	Anisindionum	False
DB01126	(5α,17β)-N-(2,5-bis(trifluoromethyl)phenyl)-3-oxo-4-azaandrost-1-ene-17-carboxamide	False
DB01126	Dutasterida	False
DB01126	α,α,α,α',α',α'-hexafluoro-3-oxo-4-aza-5α-androst-1-ene-17β-carboxy-2',5'-xylidide	False
DB01127	(+-)-Econazole	False
DB01127	Econazol	False
DB01128	Bicalutamida	False
DB01128	Bicalutamidum	False
DB01129	Clofezone	False
DB01130	Prednicarbato	False
DB01131	1-(p-Chlorophenyl)-5-isopropylbiguanide	False
DB01131	Chlorguanide	False
DB01131	Chloroguanide	False
DB01131	Proguanile	False
DB01131	Proguanilo	False
DB01131	Proguanilum	False
DB01132	(±)-5-((4-(2-(5-ethyl-2-pyridinyl)ethoxy)phenyl)methyl)-2,4-thiazolidinedione	False
DB01132	5-{4-[2-(5-ethylpyridin-2-yl)ethoxy]benzyl}-1,3-thiazolidine-2,4-dione	False
DB01132	Pioglitazona	False
DB01132	Pioglitazonum	False
DB01133	Acide tiludronique	False
DB01133	Acido tiludronico	False
DB01133	Acidum tiludronicum	False
DB01133	Tiludronate	False
DB01134	11-deoxycorticosterone pivalate	False
DB01134	Deoxycorticosterone pivalate	False
DB01134	Deoxycorticosterone trimethylacetate	False
DB01134	Deoxycortone pivalate	False
DB01134	Deoxycortone trimethylacetate	False
DB01134	Desoxycorticosterone trimethylacetate	False
DB01134	Desoxycortone pivalate	False
DB01134	DOCP	False
DB01134	DTMA	False
DB01136	(+-)-1-(Carbazol-4-yloxy)-3-((2-(o-methoxyphenoxy)ethyl)amino)-2-propanol	False
DB01136	Carvédilol	False
DB01136	Carvedilolum	False
DB01137	(-)-Ofloxacin	False
DB01137	(3S)-(-)-9-fluoro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de][1,4]benzoxazine-6-carboxylic acid	False
DB01137	(S)-(-)-9-fluoro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de][1,4]benzooxazine-6-carboxylic acid	False
DB01137	(S)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid	False
DB01137	(S)-Ofloxacin	False
DB01137	L-Ofloxacin	False
DB01137	Levofloxacin anhydrous	False
DB01137	Levofloxacine	False
DB01137	Levofloxacino	False
DB01137	Levofloxacinum	False
DB01137	Ofloxacin S-(-)-form	False
DB01138	1,2-Diphenyl-3,5-dioxo-4-(2-phenylsulfinylethyl)pyrazolidine	False
DB01138	1,2-Diphenyl-4-(2'-phenylsulfinethyl)-3,5-pyrazolidinedione	False
DB01138	4-(2-Benzenesulfinylethyl)-1,2-diphenylpyrazolidine-3,5-dione	False
DB01138	Sulfoxyphenylpyrazolidine	False
DB01138	Sulphinpyrazone	False
DB01139	(6R,7R)-3-(acetoxymethyl)-8-oxo-7-{[(pyridin-4-ylsulfanyl)acetyl]amino}-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	False
DB01139	Cefapirina	False
DB01139	Cefapirine	False
DB01139	Cefapirinum	False
DB01139	Cefaprin	False
DB01139	Cephapirin	False
DB01139	Cephapirine	False
DB01139	CEPR	False
DB01140	CDX	False
DB01140	Cefadroxil anhydrous	False
DB01140	Cefadroxilo	False
DB01140	Cefadroxilum	False
DB01140	Cephadroxil	False
DB01140	D-Cefadroxil	False
DB01141	Micafungina	False
DB01142	Doxepina	False
DB01142	Doxepinum	False
DB01143	Amifostina	False
DB01143	Amifostine anhydrous	False
DB01143	Amifostinum	False
DB01143	Aminopropylaminoethyl thiophosphate	False
DB01144	1,3-disulfamoyl-4,5-dichlorobenzene	False
DB01144	1,3-disulfamyl-4,5-dichlorobenzene	False
DB01144	3,4-dichloro-5-sulfamylbenzenesulfonamide	False
DB01144	4,5-dichloro-1,3-benzenedisulfonamide	False
DB01144	4,5-dichloro-1,3-disulfamoylbenzene	False
DB01144	4,5-dichloro-benzene-1,3-disulfonic acid diamide	False
DB01144	4,5-dichloro-m-benzenedisulfonamide	False
DB01144	4,5-dichlorobenzene-1,3-disulfonamide	False
DB01144	Dichlofenamide	False
DB01144	Dichlorophenamide	False
DB01144	Dichlorphenamide	False
DB01144	Diclofenamida	False
DB01144	Diclofenamidum	False
DB01145	Aldesulfone	False
DB01145	Aldesulphone	False
DB01146	1-methyl-4-hydroxypiperidine benzhydryl ether	False
DB01146	1-methyl-4-piperidyl benzhydryl ether	False
DB01146	4-(benzhydryloxy)-1-methylpiperidine	False
DB01146	4-(benzhydryloxy)-N-methylpiperidine	False
DB01146	Difenilpiralina	False
DB01146	Diphenylpyralamine	False
DB01146	Diphenylpyralinum	False
DB01147	(2S,5R,6R)-6-({[3-(2-chlorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	False
DB01147	(3-(o-chlorophenyl)-5-methyl-4-isoxazolyl)penicillin	False
DB01147	6-(3-(o-chlorophenyl)-5-methyl-4-isoxazolecarboxamido)penicillanic acid	False
DB01147	Cloxacilina	False
DB01147	Cloxacilline	False
DB01147	Cloxacillinum	False
DB01148	2-(1-piperidinyl)ethyl 3-methyl-4-oxo-2-phenyl-4H-chromene-8-carboxylate	False
DB01148	2-piperidinoethyl 3-methyl-4-oxo-2-phenyl-4H-1-benzopyran-8-carboxylate	False
DB01148	2-piperidinoethyl 3-methylflavone-8-carboxylate	False
DB01148	Flavoxato	False
DB01148	Flavoxatum	False
DB01148	β-piperidinoethyl 3-methylflavone-8-carboxylate	False
DB01149	1-(3-(4-(m-Chlorophenyl)-1-piperazinyl)propyl)-3-ethyl-4-(2-phenoxyethyl)-delta2-1,2,4-triazolin-5-one	False
DB01149	Nefazodona	False
DB01149	Nefazodonum	False
DB01150	Cefprozil anhydrous	False
DB01150	Cefprozilo	False
DB01150	Cefprozilum	False
DB01151	5-(gamma-methylaminopropyl)iminodibenzyl	False
DB01151	5-(γ-methylaminopropyl)iminodibenzyl	False
DB01151	Déméthylimipramine	False
DB01151	Desipramin	False
DB01151	Desipramina	False
DB01151	Désipramine	False
DB01151	Desipraminum	False
DB01151	Desmethylimipramine	False
DB01151	DMI	False
DB01151	Monodemethylimipramine	False
DB01151	N-(3-methylaminopropyl)iminobibenzyl	False
DB01151	Norimipramine	False
DB01152	Candicidina	False
DB01152	Candicidine	False
DB01152	Candicidinum	False
DB01152	Candizidin	False
DB01152	Levorin	False
DB01152	Levorina	False
DB01152	Levorine	False
DB01152	Levorinum	False
DB01153	Sertaconazol	False
DB01153	Sertaconazolum	False
DB01154	5-Allyl-5-(1-methylbutyl)-2-thiobarbituric acid	False
DB01154	5-allyl-5-(1-methylbutyl)-2-thioxodihydro-4,6(1H,5H)-pyrimidinedione	False
DB01154	5-allyl-5-(1-methylbutyl)-2-thioxodihydropyrimidine-4,6(1H,5H)-dione	False
DB01154	dihydro-5-(1-methylbutyl)-5-(2-propenyl)-2-thioxo-4,6(1H,5H)-pyrimidinedione	False
DB01156	Amfebutamone	False
DB01157	Trimetrexato	False
DB01157	Trimetrexatum	False
DB01158	(2-bromobenzyl)ethyldimethylaminium	False
DB01158	2-bromo-N-ethyl-N,N-dimethylbenzenemethanaminium	False
DB01158	N-ethyl-N,N-dimethyl-2-bromobenzenemethanaminium	False
DB01159	1-bromo-1-chloro-2,2,2-trifluoroethane	False
DB01159	1,1,1-trifluoro-2-bromo-2-chloroethane	False
DB01159	1,1,1-trifluoro-2-chloro-2-bromoethane	False
DB01159	2-bromo-2-chloro-1,1,1-trifluoroethane	False
DB01159	2,2,2-trifluoro-1-chloro-1-bromoethane	False
DB01159	Alotano	False
DB01159	Bromochlorotrifluoroethane	False
DB01159	Halotano	False
DB01159	Halothanum	False
DB01160	Dinoprost trometamol	False
DB01160	PGF2-alpha THAM	False
DB01160	PGF2A THAM	False
DB01160	PGF2alpha THAM	False
DB01160	Prostaglandin F2-alpha THAM	False
DB01160	Prostaglandin F2a tromethamine	False
DB01160	Prostaglandin F2alpha tham	False
DB01160	Prostin F2 Alpha	False
DB01161	2-chloroprocaine	False
DB01161	4-amino-2-chlorobenzoic acid 2-(diethylamino)ethyl ester	False
DB01161	Chloroprocain	False
DB01161	Chloroprocainum	False
DB01161	Chlorprocaine	False
DB01161	Cloroprocaina	False
DB01162	1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-((tetrahydro-2-furanyl)carbonyl)piperazine	False
DB01162	Terazosina	False
DB01162	Terazosine	False
DB01162	Térazosine	False
DB01162	Terazosinum	False
DB01163	Mecilinamo	False
DB01163	Mecillinam	False
DB01163	Mecillinamum	False
DB01163	Penicillin HX	False
DB01164	Calcio cloruro	False
DB01164	Calcium chloride anhydrous	False
DB01164	Calcium chloride, anhydrous	False
DB01164	calcium(2+) chloride	False
DB01165	8-Fluoro-3-methyl-9-(4-methyl-piperazin-1-yl)-6-oxo-2,3-dihydro-6H-1-oxa-3a-aza-phenalene-5-carboxylic acid	False
DB01165	Ofloxacine	False
DB01165	Ofloxacino	False
DB01165	Ofloxacinum	False
DB01165	OFLX	False
DB01166	3,4-dihydro-6-(4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy)-2(1H)-quinolinone	False
DB01166	6-(4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy)-3,4-dihydro-2(1H)-quinolinone	False
DB01166	6-(4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy)-3,4-dihydrocarbostyril	False
DB01166	6-[4-(1-Cyclohexyl-1H-tetrazol-5-yl)-butoxy]-3,4-dihydro-1H-quinolin-2-one	False
DB01166	Cilostazole	False
DB01166	Cilostazolum	False
DB01167	Itraconazol	False
DB01167	Itraconazolum	False
DB01167	Oriconazole	False
DB01168	1-Methyl-2-(p-(isopropylcarbamoyl)benzyl)hydrazine	False
DB01168	2-(p-Isopropylcarbamoylbenzyl)-1-methylhydrazine	False
DB01168	4-((2-Methylhydrazino)methyl)-N-isopropylbenzamide	False
DB01168	N-(1-Methylethyl)-4-((2-methylhydrazino)methyl)benzamide	False
DB01168	N-4-Isopropylcarbamoylbenzyl-N'-methylhydrazine	False
DB01168	N-isopropyl-4-[(2-methylhydrazino)methyl]benzamide	False
DB01168	N-Isopropyl-p-(2-methylhydrazinomethyl)-benzamide	False
DB01168	N-Isopropyl-α-(2-methylhydrazino)-p-toluamide	False
DB01168	p-(2-Methylhydrazinomethyl)-N-isopropylbenzamide	False
DB01168	Procarbazin	False
DB01168	Procarbazina	False
DB01168	Procarbazinum	False
DB01169	Acide Arsenieux	False
DB01169	Anhydride Arsenieux	False
DB01169	Arsenic Blanc	False
DB01169	Arsenic oxide	False
DB01169	Arsenic(III) oxide	False
DB01169	arsénico trióxido	False
DB01169	Arsenigen Saure	False
DB01169	Arsenolite	False
DB01169	Arsenous oxide	False
DB01169	Arsenous oxide anhydride	False
DB01169	Diarsenic oxide	False
DB01169	Diarsenic trioxide	False
DB01169	White arsenic	False
DB01170	(2-(hexahydro-1(2h)-azocinyl)ethyl)guanidine	False
DB01170	(2-(Octahydro-1-azocinyl)ethyl)guanidine	False
DB01170	2-(1-N,N-Heptamethyleneimino)ethylguanidine	False
DB01170	2-(1'-Azacyclooctyl)ethylguanidine	False
DB01170	Azocine, 1-(2-guanidinoethyl)octahydro-	False
DB01170	guanéthidine	False
DB01170	guanethidinum	False
DB01170	guanetidina	False
DB01170	Guanidine, (2-(hexahydro-1(2H)-azocinyl)ethyl)-	False
DB01170	Heptamethylenimine, 1-(2-guanidinoethyl)-	False
DB01170	N-(2-Perhydroazocin-1-ylethyl)guanidine	False
DB01171	4-Chlor-N-(2-morpholinoethyl)benzamid	False
DB01171	Moclobemid	False
DB01171	Moclobemida	False
DB01171	Moclobemidum	False
DB01171	p-Chloro-N-(2-morpholinoethyl)benzamide	False
DB01172	4,6-diamino-2-hydroxy-1,3-cyclohexane 3,6'diamino-3,6'-dideoxydi-α-D-glucoside	False
DB01172	4,6-diamino-2-hydroxy-1,3-cyclohexylene 3,6'-diamino-3,6'-dideoxydi-D-glucopyranoside	False
DB01172	Kanamycin A	False
DB01173	2-(phenyl-o-tolylmethoxy)ethyldimethylamine	False
DB01173	2-methyldiphenhydramine	False
DB01173	beta-Dimethylaminoethyl 2-methylbenzhydryl ether	False
DB01173	Dimethyl-[2-(phenyl-o-tolyl-methoxy)-ethyl]-amine	False
DB01173	N,N-Dimethyl-2-(alpha-2-tolylbenzoyloxy)ethylamine	False
DB01173	N,N-dimethyl-2-(phenyl(o-tolyl)methoxy)ethanamine	False
DB01173	N,N-dimethyl-2-[(o-methyl-α-phenylbenzyl)oxy]ethylamine	False
DB01173	o-methyldiphenhydramine	False
DB01173	o-monomethyldiphenhydramine	False
DB01173	Orfenadrina	False
DB01173	Orphenadrinum	False
DB01173	phenyl-o-tolylmethyl dimethyaminoethyl ether	False
DB01173	β-dimethylaminoethyl 2-methylbenzhydryl ether	False
DB01174	5-ethyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione	False
DB01174	5-Ethyl-5-phenyl-pyrimidine-2,4,6-trione	False
DB01174	5-Ethyl-5-phenylbarbituric acid	False
DB01174	5-ethyl-5-phenylpyrimidine-2,4,6(1H,3H,5H)-trione	False
DB01174	5-Phenyl-5-ethylbarbituric acid	False
DB01174	Fenobarbital	False
DB01174	Phenobarbitol	False
DB01174	Phenobarbitone	False
DB01174	Phenobarbituric Acid	False
DB01174	Phenyläthylbarbitursäure	False
DB01174	Phenylethylbarbiturate	False
DB01174	Phenylethylbarbituric Acid	False
DB01174	Phenylethylbarbitursäure	False
DB01174	Phenylethylmalonylurea	False
DB01175	(+)-Citalopram	False
DB01175	(S)-Citalopram	False
DB01175	Escitalopramum	False
DB01175	S-(+)-Citalopram	False
DB01175	S(+)-Citalopram	False
DB01176	(±)-1-diphenylmethyl-4-methylpiperazine	False
DB01176	(N-Benzhydryl)(N'-methyl)diethylenediamine	False
DB01176	1-(Diphenylmethyl)-4-methylpiperazine	False
DB01176	1-Benzhydryl-4-methylpiperazin	False
DB01176	Ciclizina	False
DB01176	Cyclizinum	False
DB01176	N-Benzhydryl-N'-methylpiperazine	False
DB01176	N-methyl-N'-benzhydrylpiperazine	False
DB01177	(1S,3S)-3-acetyl-3,5,12-trihydroxy-6,11-dioxo-1,2,3,4,6,11-hexahydronaphthacen-1-yl 3-amino-2,3,6-trideoxy-α-L-lyxo-hexopyranoside	False
DB01177	4-Demethoxydaunomycin	False
DB01177	4-Demethoxydaunorubicin	False
DB01177	Idarubicina	False
DB01177	Idarubicine	False
DB01177	Idarubicinum	False
DB01178	(±)-chlormezanone	False
DB01178	2-(p-chlorophenyl)tetrahydro-3-methyl-4H-1,3-thiazin-4-one 1,1-dioxide	False
DB01178	2-(p-chlorphenyl)-3-methyl-1,3-perhydrothiazin-4-on-1,1-dioxide	False
DB01178	Chlormethazanone	False
DB01178	Chlormezanona	False
DB01178	Chlormézanone	False
DB01178	Chlormezanonum	False
DB01178	Clormezanona	False
DB01179	(−)-podophyllotoxin	False
DB01179	Podophyllinic acid lactone	False
DB01179	Podophyllotoxin	False
DB01179	PPT	False
DB01180	3,4,5-Trimethoxycinnamoyl methyl reserpate	False
DB01180	Trimethoxy cinnamoyl reserpate de methyl	False
DB01181	3-(2-chloroethyl)-2-((2-chloroethyl)amino)tetrahydro-2H-1,3,2-oxazaphosphorine 2-oxide	False
DB01181	Ifosfamida	False
DB01181	Ifosfamidum	False
DB01181	Iphosphamide	False
DB01181	Isofosfamide	False
DB01181	Isophosphamide	False
DB01181	Isosfamide	False
DB01182	1-(2-(2-hydroxy-3-(propylamino)propoxy)phenyl)-3-phenyl-1-propanone	False
DB01182	2-(2'-hydroxy-3'-propylaminopropoxy)-ω-phenylpropiophenone	False
DB01182	Propafenona	False
DB01182	Propafenonum	False
DB01183	(−)-naloxone	False
DB01183	1-N-Allyl-14-hydroxynordihydromorphinone	False
DB01183	17-allyl-3,14-dihydroxy-4,5α-epoxymorphinan-6-one	False
DB01183	Nalossone	False
DB01183	Naloxona	False
DB01183	Naloxonum	False
DB01184	1-(3-(4-(5-chloro-2-oxo-2,3-dihydrobenzo[d]imidazol-1-yl)piperidin-1-yl)propyl)-1H-benzo[d]imidazol-2(3H)-one	False
DB01184	5-chloro-1-(1-(3-(2-oxo-1-benzimidazolinyl)propyl)-4-piperidyl)-2-benzimidazolinone	False
DB01184	5-chloro-1-(1-(3-(2-oxo-2,3-dihydrobenzo[d]imidazol-1-yl)propyl)piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one	False
DB01184	5-chloro-1-{1-[3-(2-oxo-2,3-dihydro-benzoimidazol-1-yl)-propyl]-piperidin-4-yl}-1,3-dihydro-benzoimidazol-2-one	False
DB01184	Domperidona	False
DB01184	Domperidonum	False
DB01185	11β,17β-Dihydroxy-9α-fluoro-17α-methyl-4-androster-3-one	False
DB01185	17α-Methyl-9α-fluoro-11β-hydroxytesterone	False
DB01185	9-Fluoro-11β,17β-dihydroxy-17-methylandrost-4-en-3-one	False
DB01185	9α-Fluoro-11β-hydroxy-17-methyltestosterone	False
DB01185	Fluoximesterona	False
DB01185	Fluoxymestérone	False
DB01185	Fluoxymesteronum	False
DB01186	Pergolida	False
DB01186	Pergolidum	False
DB01187	Ethyl 10-(p-iodophenyl)-undecanoate	False
DB01187	Ethyl 10-(p-iodophenyl)hendecanoate	False
DB01187	Ethyl 10-(p-iodophenyl)undecylate	False
DB01187	Iofendylate	False
DB01188	6-cyclohexyl-1-hydroxy-4-methyl-2(1H)-pyridinone	False
DB01188	Ciclopiroxum	False
DB01189	(±)-2-difluoromethyl 1,2,2,2-tetrafluoroethyl ether	False
DB01189	1,1,1,2-tetrafluoro-2-(difluoromethoxy)ethane	False
DB01189	Desflurano	False
DB01189	Desfluranum	False
DB01189	Difluoromethyl 1,2,2,2-tetrafluoroethyl ether	False
DB01190	7-CDL	False
DB01190	7(S)-Chloro-7-deoxylincomycin	False
DB01190	Clindamicina	False
DB01190	Clindamycine	False
DB01190	Clindamycinum	False
DB01190	Methyl 7-chloro-6,7,8-trideoxy-6-(1-methyl-trans-4-propyl-L-2-pyrrolidinecarboxamido)-1-thio-L-threo-alpha-D-galacto-octopyranoside	False
DB01191	(+)-fenfluramine	False
DB01191	(S)-fenfluramine	False
DB01191	(S)-N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine	False
DB01191	d-N-ethyl-α-methyl-m-trifluoromethylphenethylamine	False
DB01191	Dexfenfluramina	False
DB01191	Dexfenfluraminum	False
DB01191	Dextrofenfluramine	False
DB01192	(14S)-14-Hydroxydihydromorphinone	False
DB01192	14-Hydroxydihydromorphinone	False
DB01192	Dihydrohydroxymorphinone	False
DB01192	Dihydroxymorphinone	False
DB01192	Oximorfona	False
DB01192	Oximorphonum	False
DB01192	Oxymorphonum	False
DB01193	(±)-acebutolol	False
DB01193	3'-acetyl-4'-(2-hydroxy-3-(isopropylamino)propoxy)butyranilide	False
DB01193	5'-butyramido-2'-(2-hydroxy-3-isopropylaminopropoxy)acetophenone	False
DB01193	Acebutololum	False
DB01193	Acetobutolol	False
DB01193	N-(3-acetyl-4-[2-hydroxy-3-(isopropylamino)propoxy]phenyl)butanamide	False
DB01193	N-[3-acetyl-4-[2-hydroxy-3-[(1-methylethyl)amino]propoxy]phenyl]butanamide	False
DB01194	Brinzolamida	False
DB01195	(±)-flecainide	False
DB01195	Flecaine	False
DB01195	Flecainida	False
DB01195	Flécaïnide	False
DB01195	Flecainidum	False
DB01195	N-(2-Piperidinylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide	False
DB01196	17β-Estradiol 3-(bis(2-chloroethyl)carbamate)	False
DB01196	Estradiol 3-(N,N-bis(2-chloroethyl)carbamate)	False
DB01196	Estramustina	False
DB01196	Estramustinum	False
DB01197	(2S)-1-[(2S)-2-methyl-3-sulfanylpropanoyl]pyrrolidine-2-carboxylic acid	False
DB01197	Captoprilum	False
DB01197	Captopryl	False
DB01197	CP	False
DB01197	D-2-methyl-3-mercaptopropanoyl-L-proline	False
DB01197	D-3-mercapto-2-methylpropanoyl-L-proline	False
DB01197	L-Captopril	False
DB01198	(+-)-zopiclone	False
DB01198	(±)-zopiclone	False
DB01198	6-(5-Chloro-2-pyridinyl)-7-oxo-6,7-dihydro-5H-pyrrolo[3,4-b]pyrazin-5-yl 4-methyl-1-piperazinecarboxylate	False
DB01198	Zopiclona	False
DB01198	Zopiclonum	False
DB01199	(+)-tubocurarine	False
DB01199	7',12'-dihydroxy-6,6'-dimethoxy-2,2',2'-trimethyltubocuraranium	False
DB01199	d-tubocurarine	False
DB01199	Tubocurarin	False
DB01199	Tubocurarinum	False
DB01200	2-Bromo-alpha-ergocryptine	False
DB01200	2-Bromo-alpha-ergokryptin	False
DB01200	2-Bromo-alpha-ergokryptine	False
DB01200	2-bromo-α-ergocryptine	False
